1	2017270984	95
2	2016270207	95
3	2017270921	88
4	2019270618	88
5	2019270665	88
6	2019270608	78
7	2019270634	78
8	2019270646	77
9	2017270909	76
10	2019270654	75
11	2017270948	74
12	2019270614	74
13	2019270615	73
14	2019270623	73
15	2019270645	73
16	2017270916	71
17	2017270924	71
18	2017270976	71
19	2019270636	71
20	2017270938	69
21	2017270919	68
22	2017270982	68
23	2019270653	68
24	2019270606	66
25	2019270611	66
26	2015270028	63
27	2017270401	61
28	2014270243	53
29	2019270609	51
30	2017270930	50
31	2019270658	43
32	2016270230	43
33	2018270034	40
34	2017270935	35
35	2018270622	33
36	2017270940	26
37	2017270906	23
38	2019270607	21
39	2014270269	13
40	2018270655	11
41	2018270677	11
ave : 60.268293
